('黑死病', 'heisibing', 0.931166958388616)
('加速', 'jiasu', 0.9390260554291019)
('間接', 'jianjie', 0.936785102274385)
('屠殺', 'tusha', 0.9346277626328426)
('遭到', 'zaodao', 0.9329784195659425)
('惡魔', 'emo', 0.9374940638961561)
('視為', 'shiwei', 0.9261866686158401)
('天主教', 'tianzhujiao', 0.9289482985368446)
('掌管', 'zhangguan', 0.9218104248607754)
('中世', 'zhongshi', 0.9155717167655764)
('許多', 'xuduo', 0.9320658740240421)
('種長', 'zhongzhang', 0.924095928302229)
('出純', 'chuchun', 0.926316286223064)
('土耳其', 'tuerqi', 0.920901775903033)
('16', '16', 0.9161751342575835)
('貓則', 'maoze', 0.9224426773631508)
('長毛', 'zhangmao', 0.9217084277769193)
('美洲', 'meizhou', 0.9268062641318126)
('17世紀', '17shiji', 0.9224856936711298)
('出', 'chu', 0.9200028006971585)
('內陸', 'neilu', 0.9241634757939706)
('時將', 'shijiang', 0.9289369472481591)
('4世紀', '4shiji', 0.9314332089595453)
('義大利', 'yidali', 0.9316709548026241)
('大利', 'dali', 0.9360447497303316)
('入義', 'ruyi', 0.9380852455727436)
('貓傳', 'maochuan', 0.9382010717878111)
('將馴化過', 'jiangxunhuaguo', 0.9362195891534334)
('埃及人', 'aijiren', 0.9337638511520183)
('花纹', 'huawen', 0.940026691555588)
('现代', 'xiandai', 0.9378521709047112)
('类似', 'leisi', 0.9389645298000223)
('作品', 'zuopin', 0.9377660396850536)
('等', 'deng', 0.9369354534631509)
('》', '》', 0.9335807949215699)
('女圖', 'nvtu', 0.9355591931437895)
('仕', 'shi', 0.9159890057573663)
('《', '《', 0.9273976862237339)
('画', 'hua', 0.9336138759936763)
('所', 'suo', 0.9252925313088649)
('文矩', 'wenju', 0.9361497390494702)
('周', 'zhou', 0.9240828156231823)
('南唐', 'nantang', 0.9353101759444814)
('饲养', 'siyang', 0.9288120657768073)
('广泛', 'guangfan', 0.9271721554738248)
('此时', 'cishi', 0.9314881564055694)
('唐朝', 'tangchao', 0.9251474863541972)
('始于', 'shiyu', 0.9276177457878148)
('记载', 'jizai', 0.932097557130374)
('文字', 'wenzi', 0.9296751705648589)
('早', 'zao', 0.931490464539027)
('最', 'zui', 0.9359673246425031)
('中东家', 'zhongdongjia', 0.9321029639046458)
('来自', 'laizi', 0.9380576670558045)
('确认', 'queren', 0.9342528382710701)
('对', 'dui', 0.9299727544999773)
('晚', 'wan', 0.9359898210642462)
('更', 'geng', 0.9342554075751065)
('应', 'ying', 0.9316669082315427)
('时间', 'shijian', 0.9226092017464018)
('进入', 'jinru', 0.9368888020717817)
('940年', '940nian', 0.9334663594422983)
('–', '–', 0.9360450307021444)
('775', '775', 0.9300914484924968)
('公元', 'gongyuan', 0.9261531412232853)
('大概', 'dagai', 0.9234810797286994)
('上', 'shang', 0.9136540416392286)
('丝绸之路', 'sichouzhilu', 0.9176721083058895)
('骨架', 'gujia', 0.9241990661576006)
('死刑', 'sixing', 0.9148532151855703)
('殺貓者', 'shamaozhe', 0.9041947654429577)
('看待', 'kandai', 0.9116675042496146)
('神明', 'shenming', 0.9188830351199766)
('為', 'wei', 0.920188974971597)
('貓視', 'maoshi', 0.9291605402202895)
('於將', 'yujiang', 0.926825836750884)
('據說', 'jushuo', 0.9346597530506606)
('這些', 'zhexie', 0.9323625421577256)
('就是', 'jiushi', 0.9234092834735839)
('非', 'fei', 0.9275602452635103)
('防鼠害', 'fangshuhai', 0.9122424723644967)
('穀倉', 'gucang', 0.9110398727673309)
('保護', 'baohu', 0.9196077612224172)
('養貓', 'yangmao', 0.9114360988856179)
('就', 'jiu', 0.9195480689569995)
('發達', 'fada', 0.9154811097031221)
('十分', 'shifen', 0.9165465706497189)
('世', 'shi', 0.9159915677279482)
('3', '3', 0.9262351577144246)
('北部', 'beibu', 0.9357802020541792)
('德國', 'deguo', 0.9337773453391272)
('海港口', 'haigangkou', 0.9191741121094197)
('波羅', 'boluo', 0.9167868788376952)
('抵達', 'dida', 0.9193534780200557)
('經', 'jing', 0.9188014423519675)
('血統', 'xuetong', 0.9177494001252774)
('末期', 'moqi', 0.9177700903266489)
('常见', 'changjian', 0.9433179877579595)
('附近', 'fujin', 0.9194246450618021)
('居點', 'judian', 0.9219663306287332)
('亞定', 'yading', 0.9108544695604565)
('為大', 'weida', 0.908061093956163)
('成', 'cheng', 0.9033530694289772)
('撒丁島', 'sadingdao', 0.9406589325544765)
('科西嘉', 'kexijia', 0.921108086794404)
('引入', 'yinru', 0.9145527822275699)
('之前', 'zhiqian', 0.9081928454348518)
('開始', 'kaishi', 0.9058086488893587)
('第一', 'diyi', 0.9017521307864897)
('時期', 'shiqi', 0.9113448195129753)
('南歐', 'nanou', 0.9358103422528996)
('引進', 'yinjin', 0.9257582968670033)
('將家', 'jiangjia', 0.9246543656138462)
('商人', 'shangren', 0.9166560532768052)
('亞', 'ya', 0.9126602813660823)
('希臘人', 'xilaren', 0.9146533919115295)
('1200年', '1200nian', 0.9330642075386232)
('公元前', 'gongyuanqian', 0.9316399345425627)
('追溯', 'zhuisu', 0.9167894807220645)
('可', 'ke', 0.9219327404948279)
('最早', 'zuizao', 0.9185071495892222)
('代替', 'daiti', 0.9301639374917788)
('逐漸', 'zhujian', 0.9025359125593444)
('馴養', 'xunyang', 0.900128335715767)
('推移', 'tuiyi', 0.9131632205640914)
('然而', 'raner', 0.9305040512963937)
('八', 'ba', 0.9115345420280565)
('这', 'zhe', 0.913036612632873)
('研究', 'yanjiu', 0.9180789716514601)
('形態學', 'xingtaixue', 0.9253507047080963)
('考古學', 'kaoguxue', 0.9351395077979711)
('骨头', 'gutou', 0.9210359106243268)
('8', '8', 0.9121414772680281)
('两', 'liang', 0.9046566742273257)
('）', '）', 0.9126401317853686)
('（', '（', 0.9149143620249621)
('5300', '5300', 0.913784524613385)
('发现', 'faxian', 0.9140485812869761)
('泉护村', 'quanhucun', 0.9266630673876607)
('貢獻', 'gongxian', 0.9350424045993755)
('做出', 'zuochu', 0.924144493789113)
('庫', 'ku', 0.9241607157859933)
('基因', 'jiyin', 0.9244535083511444)
('母體', 'muti', 0.9224978636846677)
('裡為', 'liwei', 0.9289237692041685)
('稍後', 'shaohou', 0.9327356701723007)
('隨', 'sui', 0.9136949434732643)
('家養', 'jiayang', 0.9200782251047464)
('數', 'shu', 0.9203505578409098)
('持續', 'chixu', 0.9152110693165761)
('關係', 'guanxi', 0.9234331275801675)
('友好', 'youhao', 0.9182990744996121)
('這種', 'zhezhong', 0.9167152945013367)
('間', 'jian', 0.9181216914423976)
('住區', 'zhuqu', 0.9058616316048604)
('沃土', 'wotu', 0.9109876245880617)
('新月', 'xinyue', 0.9128730169792308)
('吸引', 'xiyin', 0.9215154221924924)
('家鼠', 'jiashu', 0.9102049401838691)
('特別', 'tebie', 0.9072461380699062)
('囓齒', 'niechi', 0.9008195829358405)
('科學', 'kexue', 0.9128265657387201)
('該島', 'gaidao', 0.9335134063203022)
('東帶', 'dongdai', 0.9336324234714948)
('從', 'cong', 0.9237515236112042)
('野生', 'yesheng', 0.9186908579759353)
('其他', 'qita', 0.9223086524543883)
('將貓', 'jiangmao', 0.9210220885283075)
('很', 'hen', 0.9186928406358343)
('居民', 'jumin', 0.9143279760478672)
('村莊', 'cunzhuang', 0.9150300950396802)
('這個', 'zhege', 0.9019565544326116)
('本土', 'bentu', 0.9250119296775999)
('於沒', 'yumei', 0.9339014949810044)
('旁', 'pang', 0.9233620479971995)
('埋葬', 'maizang', 0.9008963963409683)
('隻野', 'zhiye', 0.9061007681527025)
('如鼠', 'rushu', 0.9250886900636506)
('有害', 'youhai', 0.9241369366076313)
('控制', 'kongzhi', 0.9187219074073874)
('貓以', 'maoyi', 0.9109340838176936)
('飼養', 'siyang', 0.9095265135384027)
('骨頭', 'gutou', 0.9178834135325837)
('洞穴', 'dongxue', 0.9207219361137007)
('住過', 'zhuguo', 0.9280657175102311)
('因素', 'yinsu', 0.9232876984625041)
('影响', 'yingxiang', 0.912987467696953)
('交配', 'jiaopei', 0.9102556940798726)
('选型', 'xuanxing', 0.9100665557584923)
('栖息地', 'qixidi', 0.9196093103385146)
('作为', 'zuowei', 0.9204451935493495)
('城市', 'chengshi', 0.9221515055896133)
('选择', 'xuanze', 0.9198075173372736)
('其', 'qi', 0.9386999227844018)
('人工', 'rengong', 0.9154025178822234)
('自然', 'ziran', 0.9060874418389498)
('種', 'zhong', 0.9017091096812816)
('最初', 'zuichu', 0.916410836862397)
('驯化', 'xunhua', 0.9068285150566798)
('貓近親', 'maojinqin', 0.9332014862780283)
('為家', 'weijia', 0.9240698793940074)
('亦', 'yi', 0.9216039040682538)
('亚洲', 'yazhou', 0.9198582662464951)
('故', 'gu', 0.9275928974131094)
('地帶', 'didai', 0.9256777041798898)
('溫暖', 'wennuan', 0.916556658910494)
('產於', 'chanyu', 0.9126262274674813)
('祖先', 'zuxian', 0.9213225736901692)
('所以', 'suoyi', 0.9107274372617676)
('從古', 'conggu', 0.9004574449309334)
('一般', 'yiban', 0.9224955890676506)
